run,he,mode,loss,train_f1,val_f1,test_f1,iter
0,0.1921397447586059,learned,0.0898924320936203,0.95,0.7250000000000001,0.6078431372549019,
1,0.1921397447586059,learned,0.0956534445285797,1.0,0.7250000000000001,0.6666666666666666,
2,0.1921397447586059,learned,0.0918844193220138,0.9,0.7375,0.5294117647058824,
3,0.1921397447586059,learned,0.0955664217472076,0.925,0.75,0.6862745098039216,
4,0.1921397447586059,learned,0.094248354434967,0.9583333333333334,0.7250000000000001,0.6078431372549019,
0,0.1921397447586059,learned,0.0685732513666153,1.0,0.7,0.6274509803921569,500.0
1,0.1921397447586059,learned,0.0787407308816909,1.0,0.7625,0.6666666666666666,500.0
2,0.1921397447586059,learned,0.1166688054800033,0.9583333333333334,0.75,0.5882352941176471,500.0
3,0.1921397447586059,learned,0.079030305147171,0.9666666666666668,0.7625,0.6274509803921569,500.0
4,0.19213974475860596,learned,0.07157401740550995,1.0,0.7375,0.6470588235294118,500.0
