run,he,mode,loss,train_f1,val_f1,test_f1,iter
0,0.0871080160140991,learned,0.0752350836992263,0.896551724137931,0.6271186440677966,0.6756756756756757,
1,0.0871080160140991,learned,0.0689529925584793,1.0,0.5932203389830508,0.4864864864864865,
2,0.0871080160140991,learned,0.057116612792015,1.0,0.559322033898305,0.5405405405405406,
3,0.0871080160140991,learned,0.0984890908002853,1.0,0.5423728813559322,0.5135135135135135,
4,0.0871080160140991,learned,0.0700378119945526,1.0,0.5932203389830508,0.5945945945945946,
0,0.0871080160140991,learned,0.0490240901708602,1.0,0.559322033898305,0.5405405405405406,500.0
1,0.0871080160140991,learned,0.0514849983155727,1.0,0.5423728813559322,0.5405405405405406,500.0
2,0.0871080160140991,learned,0.0702705010771751,1.0,0.5932203389830508,0.5675675675675675,500.0
3,0.0871080160140991,learned,0.0926045775413513,1.0,0.576271186440678,0.5405405405405406,500.0
4,0.08710801601409912,learned,0.04401419311761856,0.9655172413793104,0.5932203389830508,0.5675675675675675,500.0
