run,iter,he,mode,loss,train_f1,val_f1,test_f1
0,147,0.8099659085273743,learned,0.0084588732570409,0.9928571428571428,0.786,0.801
1,132,0.8099659085273743,learned,0.0108611034229397,0.9857142857142858,0.78,0.807
2,158,0.8099659085273743,learned,0.0076356655918061,0.9928571428571428,0.796,0.801
3,203,0.8099659085273743,learned,0.0047037010081112,1.0,0.776,0.801
4,158,0.8099659085273743,learned,0.006826978176832199,1.0,0.786,0.803
