run,he,mode,loss,train_f1,val_f1,test_f1,iter
0,0.8099659085273743,learned,0.0167151466012001,0.9928571428571428,0.764,0.7890000000000001,
1,0.8099659085273743,learned,0.0197970252484083,1.0,0.768,0.78,
2,0.8099659085273743,learned,0.0123078199103474,0.9928571428571428,0.766,0.785,
3,0.8099659085273743,learned,0.0145572014153003,1.0,0.76,0.785,
4,0.8099659085273743,learned,0.0234599206596612,1.0,0.786,0.7940000000000002,
0,0.197925865650177,learned,2.6796669960021973,0.7023809523809523,0.3333333333333333,0.4107142857142857,
0,0.0833899900317192,learned,0.4286926984786987,1.0,0.5512715340442986,0.5406070549630845,
1,0.0833899900317192,learned,0.421068012714386,0.9962962962962963,0.5643970467596391,0.5602953240360952,
2,0.0833899900317192,learned,0.4134208559989929,0.9962962962962963,0.5684987694831829,0.5537325676784249,
3,0.0833899900317192,learned,0.4208606481552124,0.9962962962962963,0.5660377358490566,0.571780147662018,
4,0.0833899900317192,learned,0.4117579162120819,0.9962962962962963,0.5586546349466776,0.5627563576702215,
0,0.1995460242033004,learned,0.8081261515617371,0.9814814814814816,0.6119770303527482,0.6201804757998359,
1,0.1995460242033004,learned,0.7664743661880493,0.9962962962962963,0.6193601312551271,0.6242821985233798,
2,0.1995460242033004,learned,0.7549504041671753,0.9962962962962963,0.6201804757998359,0.6177194421657096,
3,0.1995460242033004,learned,0.773017942905426,0.9962962962962963,0.6242821985233798,0.6374077112387203,
4,0.1995460242033004,learned,0.7877322435379028,0.9962962962962963,0.6333059885151764,0.6308449548810501,
0,0.3060763776302337,learned,0.905455470085144,1.0,0.7973748974569318,0.8031173092698933,
1,0.3060763776302337,learned,0.8702613115310669,1.0,0.8031173092698933,0.7973748974569318,
2,0.3060763776302337,learned,0.8074829578399658,0.974074074074074,0.7703035274815423,0.7735849056603775,
3,0.3060763776302337,learned,0.8880970478057861,0.9962962962962963,0.8260869565217391,0.8146021328958163,
4,0.3060763776302337,learned,0.902864158153534,1.0,0.8178835110746514,0.8236259228876127,
0,0.3973183631896972,learned,0.2431601285934448,0.9962962962962963,0.8342904019688269,0.815422477440525,
1,0.3973183631896972,learned,0.285100370645523,1.0,0.8736669401148482,0.8506972928630024,
2,0.3973183631896972,learned,0.1961353123188018,0.9481481481481482,0.8515176374077112,0.8277276456111566,
3,0.3973183631896972,learned,0.2514374852180481,0.9962962962962963,0.8433141919606236,0.8195242001640689,
4,0.3973183631896972,learned,0.2335219085216522,0.9962962962962963,0.8589007383100903,0.8572600492206727,
0,0.4962433576583862,learned,0.1770119965076446,1.0,0.9639048400328136,0.9557013945857262,
1,0.4962433576583862,learned,0.1729950308799743,0.9888888888888888,0.9696472518457752,0.9474979491386384,
2,0.4962433576583862,learned,0.1765592545270919,1.0,0.9581624282198524,0.936833470057424,
3,0.4962433576583862,learned,0.1780927926301956,0.9962962962962963,0.963084495488105,0.9458572600492208,
4,0.4962433576583862,learned,0.2133324295282364,1.0,0.9712879409351928,0.9499589827727646,
0,0.5954218506813049,learned,0.1458192020654678,1.0,0.9991796554552912,0.9967186218211648,
1,0.5954218506813049,learned,0.132260724902153,1.0,1.0,1.0,
2,0.5954218506813049,learned,0.1328076422214508,1.0,1.0,0.9983593109105824,
3,0.5954218506813049,learned,0.1550103724002838,1.0,1.0,0.9967186218211648,
4,0.5954218506813049,learned,0.1499007791280746,1.0,0.9991796554552912,0.9942575881870386,
0,0.6874173283576965,learned,0.0275565385818481,1.0,1.0,1.0,
1,0.6874173283576965,learned,0.0476543456315994,1.0,1.0,1.0,
2,0.6874173283576965,learned,0.0275283362716436,1.0,1.0,1.0,
3,0.6874173283576965,learned,0.0696150213479995,1.0,1.0,1.0,
4,0.6874173283576965,learned,0.0574999190866947,1.0,0.9991796554552912,1.0,
0,0.7957907319068909,learned,0.0100739281624555,1.0,1.0,1.0,
1,0.7957907319068909,learned,0.0090386951342225,1.0,1.0,1.0,
2,0.7957907319068909,learned,0.0095273153856396,1.0,1.0,1.0,
3,0.7957907319068909,learned,0.0074207666330039,1.0,1.0,1.0,
4,0.7957907319068909,learned,0.0082338219508528,1.0,1.0,1.0,
0,0.91435307264328,learned,0.0048415414057672,1.0,1.0,1.0,
1,0.91435307264328,learned,0.0053060646168887,1.0,1.0,1.0,
2,0.91435307264328,learned,0.0046849036589264,1.0,1.0,1.0,
3,0.91435307264328,learned,0.0051203244365751,1.0,1.0,1.0,
4,0.91435307264328,learned,0.0055412156507372,1.0,1.0,1.0,
0,0.8099659085273743,learned,0.0076541672460734,1.0,0.772,0.787,500.0
1,0.8099659085273743,learned,0.0040137483738362,1.0,0.756,0.787,500.0
2,0.8099659085273743,learned,0.0047797476872801,1.0,0.754,0.78,500.0
3,0.8099659085273743,learned,0.0062260748818516,1.0,0.764,0.786,500.0
4,0.8099659085273743,learned,0.0032351305708289146,1.0,0.768,0.7810000000000001,500.0
